PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, Cjump=0.5, I=0.0, L=1.0, Ljump=2.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=True, d=6, eps=1e-08, maxIter=90, n=20, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='no_precond')

###### no preconditioning (PIVMGS) ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"     "new Krylov vector rank"    "solution rank"
# TT-PIVMGS:    ortho 1 pivot 3 dot 1.0615953126165943e-05
# TT-PIVMGS:    ortho 1 pivot 10 dot 1.048758162347464e-05
# TT-PIVMGS:    ortho 1 pivot 31 dot -9.739652474706137e-06
# TT-PIVMGS:    ortho 1 pivot 18 dot -7.840313771143026e-06
# TT-PIVMGS:    ortho max err 6.026953964628578e-06 , max. rank: 63
37 1.3018286051624793e-05 1.3018567073328914e-05 60 63 50
# TT-PIVMGS:    ortho 0 pivot 37 dot 0.8182506851057535
# TT-PIVMGS:    ortho 0 pivot 36 dot 0.710476667174196
# TT-PIVMGS:    ortho 0 pivot 35 dot 0.00016803702411899435
# TT-PIVMGS:    ortho 0 pivot 34 dot -8.357791106736873e-05
# TT-PIVMGS:    ortho 0 pivot 30 dot 6.440632272140118e-05
# TT-PIVMGS:    ortho 0 pivot 31 dot -4.728217972858363e-05
# TT-PIVMGS:    ortho 0 pivot 33 dot 3.9728360643247196e-05
# TT-PIVMGS:    ortho 0 pivot 13 dot 2.8872690171387154e-05
# TT-PIVMGS:    ortho 0 pivot 24 dot -2.0169569263209924e-05
# TT-PIVMGS:    ortho 0 pivot 26 dot -2.3029251491554076e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot 2.0807251865578164e-05
# TT-PIVMGS:    ortho max err 1.5800133737694372e-05 , max. rank: 63
# TT-PIVMGS:    ortho 1 pivot 28 dot 1.5800133737694372e-05
# TT-PIVMGS:    ortho 1 pivot 7 dot -1.4770155217883139e-05
# TT-PIVMGS:    ortho 1 pivot 11 dot 1.4349229291371786e-05
# TT-PIVMGS:    ortho 1 pivot 25 dot 1.4048706045432634e-05
# TT-PIVMGS:    ortho 1 pivot 23 dot 1.3715327212648551e-05
# TT-PIVMGS:    ortho 1 pivot 12 dot -1.2591428812762373e-05
# TT-PIVMGS:    ortho 1 pivot 27 dot 1.183630185991021e-05
# TT-PIVMGS:    ortho 1 pivot 10 dot -1.0940482944316564e-05
# TT-PIVMGS:    ortho 1 pivot 14 dot -9.472823246826564e-06
# TT-PIVMGS:    ortho 1 pivot 22 dot -9.167526746650667e-06
# TT-PIVMGS:    ortho 1 pivot 32 dot 8.881966244438273e-06
# TT-PIVMGS:    ortho 1 pivot 9 dot -8.15705531830458e-06
# TT-PIVMGS:    ortho 1 pivot 16 dot -7.99554537295015e-06
# TT-PIVMGS:    ortho 1 pivot 21 dot 7.957406763398414e-06
# TT-PIVMGS:    ortho 1 pivot 17 dot 7.417030215927864e-06
# TT-PIVMGS:    ortho max err 7.031349462802562e-06 , max. rank: 63
38 1.1287667027533016e-05 1.1287151809285236e-05 62 63 50
# TT-PIVMGS:    ortho 0 pivot 38 dot 0.8182692308425534
# TT-PIVMGS:    ortho 0 pivot 37 dot 0.7087411805048205
# TT-PIVMGS:    ortho 0 pivot 36 dot 0.00016424246855343758
# TT-PIVMGS:    ortho 0 pivot 35 dot -8.593733146038465e-05
# TT-PIVMGS:    ortho 0 pivot 31 dot 7.416716112827477e-05
# TT-PIVMGS:    ortho 0 pivot 32 dot -4.478212966396028e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot 3.362813868286463e-05
# TT-PIVMGS:    ortho 0 pivot 27 dot -3.3672372792416944e-05
# TT-PIVMGS:    ortho 0 pivot 25 dot -3.2811941259681954e-05
# TT-PIVMGS:    ortho 0 pivot 34 dot 3.091594911521639e-05
# TT-PIVMGS:    ortho 0 pivot 33 dot 2.6726246410164328e-05
# TT-PIVMGS:    ortho 0 pivot 16 dot 2.4846373011078865e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot 2.166407286540578e-05
# TT-PIVMGS:    ortho max err 1.634839954923117e-05 , max. rank: 64
# TT-PIVMGS:    ortho 1 pivot 5 dot 1.634839954923117e-05
# TT-PIVMGS:    ortho 1 pivot 3 dot 1.4513194455621596e-05
# TT-PIVMGS:    ortho 1 pivot 29 dot 1.3707699906301274e-05
# TT-PIVMGS:    ortho 1 pivot 18 dot 1.3333723615593582e-05
# TT-PIVMGS:    ortho 1 pivot 6 dot -1.193792728642869e-05
# TT-PIVMGS:    ortho 1 pivot 8 dot -1.0323089584088861e-05
# TT-PIVMGS:    ortho 1 pivot 4 dot -9.881879035505189e-06
# TT-PIVMGS:    ortho 1 pivot 7 dot 9.536411815983317e-06
# TT-PIVMGS:    ortho max err 8.00667170351363e-06 , max. rank: 64
39 9.811369087957647e-06 9.811530306149113e-06 62 64 51
# TT-PIVMGS:    ortho 0 pivot 39 dot 0.8184675213812856
# TT-PIVMGS:    ortho 0 pivot 38 dot 0.707804431889395
# TT-PIVMGS:    ortho 0 pivot 37 dot 0.00016078631546003613
# TT-PIVMGS:    ortho 0 pivot 36 dot -8.686091066802994e-05
# TT-PIVMGS:    ortho 0 pivot 32 dot 7.633640801249682e-05
# TT-PIVMGS:    ortho 0 pivot 33 dot -4.4237006598016326e-05
# TT-PIVMGS:    ortho 0 pivot 34 dot 4.3019923561078786e-05
# TT-PIVMGS:    ortho 0 pivot 20 dot 2.647519730555794e-05
# TT-PIVMGS:    ortho 0 pivot 19 dot 2.118701709702929e-05
# TT-PIVMGS:    ortho 0 pivot 21 dot 1.3200608153969562e-05
# TT-PIVMGS:    ortho 0 pivot 28 dot -3.5988785535762124e-05
# TT-PIVMGS:    ortho max err 3.6061427139279234e-05 , max. rank: 66
# TT-PIVMGS:    ortho 1 pivot 26 dot -3.6061427139279234e-05
# TT-PIVMGS:    ortho 1 pivot 15 dot 3.3574328862836025e-05
# TT-PIVMGS:    ortho 1 pivot 17 dot 2.9377171825323636e-05
# TT-PIVMGS:    ortho 1 pivot 13 dot 2.5969403397766398e-05
# TT-PIVMGS:    ortho 1 pivot 35 dot 2.1401149187985635e-05
# TT-PIVMGS:    ortho 1 pivot 29 dot 1.923411508903154e-05
# TT-PIVMGS:    ortho 1 pivot 27 dot 1.91159866813808e-05
# TT-PIVMGS:    ortho 1 pivot 24 dot -1.861585786168754e-05
# TT-PIVMGS:    ortho 1 pivot 9 dot -1.6266602890170536e-05
# TT-PIVMGS:    ortho 1 pivot 14 dot -1.3997820576065398e-05
# TT-PIVMGS:    ortho 1 pivot 7 dot -1.1684289640508279e-05
# TT-PIVMGS:    ortho 1 pivot 16 dot -1.0591061464945012e-05
# TT-PIVMGS:    ortho 1 pivot 22 dot 1.0544640591879373e-05
# TT-PIVMGS:    ortho 1 pivot 25 dot 9.975251446549954e-06
# TT-PIVMGS:    ortho max err 8.399227962127553e-06 , max. rank: 66
40 8.548581217227306e-06 8.548579788735321e-06 64 66 51
# TT-PIVMGS:    ortho 0 pivot 40 dot 0.8188236110456594
# TT-PIVMGS:    ortho 0 pivot 39 dot 0.7070149288302291
# TT-PIVMGS:    ortho 0 pivot 38 dot 0.00015683103361645648
# TT-PIVMGS:    ortho 0 pivot 37 dot -8.490675160783938e-05
# TT-PIVMGS:    ortho 0 pivot 33 dot 7.287689221727352e-05
# TT-PIVMGS:    ortho 0 pivot 35 dot 5.826826553179945e-05
# TT-PIVMGS:    ortho 0 pivot 18 dot 2.9885398141193086e-05
# TT-PIVMGS:    ortho 0 pivot 34 dot -4.319869074530594e-05
# TT-PIVMGS:    ortho 0 pivot 16 dot 3.210665035875606e-05
# TT-PIVMGS:    ortho 0 pivot 29 dot -2.961041386591659e-05
# TT-PIVMGS:    ortho 0 pivot 27 dot -2.867460742326383e-05
# TT-PIVMGS:    ortho max err 2.3905759189025728e-05 , max. rank: 66
# TT-PIVMGS:    ortho 1 pivot 14 dot 2.3905759189025728e-05
# TT-PIVMGS:    ortho 1 pivot 23 dot 1.9561175323300553e-05
# TT-PIVMGS:    ortho 1 pivot 19 dot 1.4284281381956188e-05
# TT-PIVMGS:    ortho 1 pivot 36 dot 1.326529236494664e-05
# TT-PIVMGS:    ortho 1 pivot 8 dot -1.3243683654072178e-05
# TT-PIVMGS:    ortho 1 pivot 30 dot 1.26476977045974e-05
# TT-PIVMGS:    ortho 1 pivot 9 dot 1.2088432177577955e-05
# TT-PIVMGS:    ortho max err 1.0704624716322345e-05 , max. rank: 66
41 7.4611350601848515e-06 7.461193585207294e-06 65 66 50
# TT-PIVMGS:    ortho 0 pivot 41 dot 0.8192388093514338
# TT-PIVMGS:    ortho 0 pivot 40 dot 0.7056142540126437
# TT-PIVMGS:    ortho 0 pivot 39 dot 0.00015243114016023213
# TT-PIVMGS:    ortho 0 pivot 38 dot -8.038918411764143e-05
# TT-PIVMGS:    ortho 0 pivot 36 dot 7.307290350872875e-05
# TT-PIVMGS:    ortho 0 pivot 34 dot 6.655135122531422e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot 3.573298691171654e-05
# TT-PIVMGS:    ortho 0 pivot 17 dot 2.7170301034240042e-05
# TT-PIVMGS:    ortho 0 pivot 25 dot -2.6554022963080903e-05
# TT-PIVMGS:    ortho 0 pivot 35 dot -4.0075041047336196e-05
# TT-PIVMGS:    ortho 0 pivot 30 dot -4.5736705297977354e-05
# TT-PIVMGS:    ortho 0 pivot 23 dot -3.705022280749842e-05
# TT-PIVMGS:    ortho max err 2.8032170933694166e-05 , max. rank: 68
# TT-PIVMGS:    ortho 1 pivot 19 dot 2.8032170933694166e-05
# TT-PIVMGS:    ortho 1 pivot 22 dot 2.4154941936894124e-05
# TT-PIVMGS:    ortho 1 pivot 10 dot 2.2128198264758725e-05
# TT-PIVMGS:    ortho 1 pivot 28 dot -2.0963932560139065e-05
# TT-PIVMGS:    ortho 1 pivot 15 dot 1.865838037781297e-05
# TT-PIVMGS:    ortho 1 pivot 20 dot 1.6683552022571727e-05
# TT-PIVMGS:    ortho 1 pivot 7 dot -1.4800142289276858e-05
# TT-PIVMGS:    ortho 1 pivot 13 dot 1.4625016047146566e-05
# TT-PIVMGS:    ortho 1 pivot 9 dot -1.4204017127860628e-05
# TT-PIVMGS:    ortho 1 pivot 29 dot 1.2563496122988335e-05
# TT-PIVMGS:    ortho max err 1.0650842416137351e-05 , max. rank: 68
42 6.516638517143877e-06 6.516678758925769e-06 66 68 53
# TT-PIVMGS:    ortho 0 pivot 42 dot 0.8194765486861868
# TT-PIVMGS:    ortho 0 pivot 41 dot 0.7045566455986005
# TT-PIVMGS:    ortho 0 pivot 40 dot 0.0001495564216830933
# TT-PIVMGS:    ortho 0 pivot 37 dot 8.471994075884802e-05
# TT-PIVMGS:    ortho 0 pivot 39 dot -7.266234123204027e-05
# TT-PIVMGS:    ortho 0 pivot 35 dot 5.9770105580850275e-05
# TT-PIVMGS:    ortho 0 pivot 33 dot -3.46791434414212e-05
# TT-PIVMGS:    ortho 0 pivot 31 dot -6.134511389439823e-05
# TT-PIVMGS:    ortho 0 pivot 25 dot 4.475811429142419e-05
# TT-PIVMGS:    ortho max err 3.122939458329553e-05 , max. rank: 69
# TT-PIVMGS:    ortho 1 pivot 36 dot -3.122939458329553e-05
# TT-PIVMGS:    ortho 1 pivot 17 dot -2.41304962878457e-05
# TT-PIVMGS:    ortho 1 pivot 23 dot 2.3844500899479308e-05
# TT-PIVMGS:    ortho 1 pivot 27 dot 1.818469746055207e-05
# TT-PIVMGS:    ortho 1 pivot 29 dot -1.7543206624767715e-05
# TT-PIVMGS:    ortho 1 pivot 18 dot 1.632793784333425e-05
# TT-PIVMGS:    ortho 1 pivot 13 dot 1.577600425086464e-05
# TT-PIVMGS:    ortho 1 pivot 34 dot -1.472234988590974e-05
# TT-PIVMGS:    ortho max err 1.405827086362662e-05 , max. rank: 69
43 5.690592679446999e-06 5.690665078369681e-06 67 69 54
# TT-PIVMGS:    ortho 0 pivot 43 dot 0.8198122310940337
# TT-PIVMGS:    ortho 0 pivot 42 dot 0.7059039810285144
# TT-PIVMGS:    ortho 0 pivot 41 dot 0.00014939682055164355
# TT-PIVMGS:    ortho 0 pivot 38 dot 9.321549828372397e-05
# TT-PIVMGS:    ortho 0 pivot 40 dot -5.972762439226606e-05
# TT-PIVMGS:    ortho 0 pivot 26 dot 3.969077932962535e-05
# TT-PIVMGS:    ortho 0 pivot 36 dot 5.022512523974315e-05
# TT-PIVMGS:    ortho max err 3.556189046177369e-05 , max. rank: 68
# TT-PIVMGS:    ortho 1 pivot 37 dot -3.556189046177369e-05
# TT-PIVMGS:    ortho 1 pivot 32 dot -3.5259731774015673e-05
# TT-PIVMGS:    ortho 1 pivot 20 dot -3.308140303550852e-05
# TT-PIVMGS:    ortho 1 pivot 34 dot -3.098283100561039e-05
# TT-PIVMGS:    ortho 1 pivot 18 dot -2.623611521157445e-05
# TT-PIVMGS:    ortho 1 pivot 13 dot -2.542453235490974e-05
# TT-PIVMGS:    ortho 1 pivot 29 dot 2.243693724547635e-05
# TT-PIVMGS:    ortho 1 pivot 28 dot 2.2151085155013017e-05
# TT-PIVMGS:    ortho 1 pivot 11 dot -2.056448748310319e-05
# TT-PIVMGS:    ortho 1 pivot 10 dot 1.9875774836720754e-05
# TT-PIVMGS:    ortho 1 pivot 31 dot 1.9194342020785113e-05
# TT-PIVMGS:    ortho 1 pivot 24 dot 1.8970761090640696e-05
# TT-PIVMGS:    ortho 1 pivot 12 dot 1.8504902469454552e-05
# TT-PIVMGS:    ortho 1 pivot 33 dot 1.8026629872817945e-05
# TT-PIVMGS:    ortho max err 1.4926316163009143e-05 , max. rank: 68
44 4.962619497102403e-06 4.962362051612421e-06 67 68 53
# TT-PIVMGS:    ortho 0 pivot 44 dot 0.8193831474119815
# TT-PIVMGS:    ortho 0 pivot 43 dot 0.709077417833436
# TT-PIVMGS:    ortho 0 pivot 42 dot 0.00015191790481040857
# TT-PIVMGS:    ortho 0 pivot 39 dot 0.00010293964014508085
# TT-PIVMGS:    ortho 0 pivot 27 dot 3.877326010219735e-05
# TT-PIVMGS:    ortho 0 pivot 35 dot -3.762860167832657e-05
# TT-PIVMGS:    ortho max err 4.2441353693309716e-05 , max. rank: 72
# TT-PIVMGS:    ortho 1 pivot 41 dot -4.2441353693309716e-05
# TT-PIVMGS:    ortho 1 pivot 33 dot -3.996081019892739e-05
# TT-PIVMGS:    ortho 1 pivot 37 dot 3.8536506966075496e-05
# TT-PIVMGS:    ortho 1 pivot 38 dot -3.4793997408556765e-05
# TT-PIVMGS:    ortho 1 pivot 25 dot 3.360184018139155e-05
# TT-PIVMGS:    ortho 1 pivot 5 dot -2.1400871010393563e-05
# TT-PIVMGS:    ortho 1 pivot 24 dot -2.1067325999912442e-05
# TT-PIVMGS:    ortho 1 pivot 31 dot -2.0969751455799518e-05
# TT-PIVMGS:    ortho 1 pivot 36 dot -2.003732694124804e-05
# TT-PIVMGS:    ortho max err 1.5455727916998535e-05 , max. rank: 71
45 4.321202989454694e-06 4.321239825863304e-06 69 71 53
# TT-PIVMGS:    ortho 0 pivot 45 dot 0.8186570016210991
# TT-PIVMGS:    ortho 0 pivot 44 dot 0.7081272916189179
# TT-PIVMGS:    ortho 0 pivot 43 dot 0.00015021315487848824
# TT-PIVMGS:    ortho 0 pivot 40 dot 0.00011211733238837042
# TT-PIVMGS:    ortho max err 5.2945958065101634e-05 , max. rank: 72
# TT-PIVMGS:    ortho 1 pivot 30 dot 5.2945958065101634e-05
# TT-PIVMGS:    ortho 1 pivot 27 dot -5.028432457037518e-05
# TT-PIVMGS:    ortho 1 pivot 28 dot 4.7499178784001384e-05
# TT-PIVMGS:    ortho 1 pivot 36 dot -4.388280293538341e-05
# TT-PIVMGS:    ortho 1 pivot 15 dot -4.0066543196114884e-05
# TT-PIVMGS:    ortho 1 pivot 34 dot -3.757194002862799e-05
# TT-PIVMGS:    ortho 1 pivot 20 dot -3.746143413796573e-05
# TT-PIVMGS:    ortho 1 pivot 18 dot -3.285243470909499e-05
# TT-PIVMGS:    ortho 1 pivot 38 dot 2.937728348198325e-05
# TT-PIVMGS:    ortho 1 pivot 39 dot -2.908454011263384e-05
# TT-PIVMGS:    ortho 1 pivot 26 dot 2.897045192195636e-05
# TT-PIVMGS:    ortho 1 pivot 13 dot -2.878643012130082e-05
# TT-PIVMGS:    ortho 1 pivot 25 dot -2.510230408286733e-05
# TT-PIVMGS:    ortho 1 pivot 42 dot -2.25242723181536e-05
# TT-PIVMGS:    ortho 1 pivot 24 dot 2.223908512888253e-05
# TT-PIVMGS:    ortho 1 pivot 41 dot 2.1656230503250273e-05
# TT-PIVMGS:    ortho max err 2.0688560703308045e-05 , max. rank: 72
46 3.7615358059490645e-06 3.761900804311343e-06 70 72 52
# TT-PIVMGS:    ortho 0 pivot 46 dot 0.8185087358349918
# TT-PIVMGS:    ortho 0 pivot 45 dot 0.7051237046761
# TT-PIVMGS:    ortho 0 pivot 44 dot 0.00014414520240821002
# TT-PIVMGS:    ortho 0 pivot 41 dot 0.0001169163978379838
# TT-PIVMGS:    ortho 0 pivot 37 dot -4.35083210297213e-05
# TT-PIVMGS:    ortho 0 pivot 31 dot 2.944374804109487e-05
# TT-PIVMGS:    ortho max err 4.557607567262992e-05 , max. rank: 73
# TT-PIVMGS:    ortho 1 pivot 18 dot -4.557607567262992e-05
# TT-PIVMGS:    ortho 1 pivot 40 dot -4.31568490075699e-05
# TT-PIVMGS:    ortho 1 pivot 28 dot -4.165807155923941e-05
# TT-PIVMGS:    ortho 1 pivot 32 dot 4.038500428914932e-05
# TT-PIVMGS:    ortho 1 pivot 35 dot -3.68553239689165e-05
# TT-PIVMGS:    ortho 1 pivot 38 dot -3.662290558271997e-05
# TT-PIVMGS:    ortho 1 pivot 16 dot -3.1923913235970894e-05
# TT-PIVMGS:    ortho 1 pivot 12 dot -3.1440543895545556e-05
# TT-PIVMGS:    ortho 1 pivot 34 dot 3.0630698330067624e-05
# TT-PIVMGS:    ortho 1 pivot 36 dot -2.9226558042378184e-05
# TT-PIVMGS:    ortho max err 2.401892827591425e-05 , max. rank: 73
47 3.2772977366632346e-06 3.277450990852461e-06 72 73 52
# TT-PIVMGS:    ortho 0 pivot 47 dot 0.8187874377286687
# TT-PIVMGS:    ortho 0 pivot 46 dot 0.7044425654827935
# TT-PIVMGS:    ortho 0 pivot 45 dot 0.00014046147317194752
# TT-PIVMGS:    ortho 0 pivot 42 dot 0.00011014109621271251
# TT-PIVMGS:    ortho max err 6.538026288698158e-05 , max. rank: 74
# TT-PIVMGS:    ortho 1 pivot 28 dot 6.538026288698158e-05
# TT-PIVMGS:    ortho 1 pivot 16 dot 6.15156340985721e-05
# TT-PIVMGS:    ortho 1 pivot 30 dot 5.5378732651892304e-05
# TT-PIVMGS:    ortho 1 pivot 18 dot 4.3521663214521854e-05
# TT-PIVMGS:    ortho 1 pivot 40 dot 4.254613926088155e-05
# TT-PIVMGS:    ortho 1 pivot 26 dot 4.149947919717626e-05
# TT-PIVMGS:    ortho 1 pivot 27 dot -4.0462630004510156e-05
# TT-PIVMGS:    ortho 1 pivot 31 dot -3.8980317250332866e-05
# TT-PIVMGS:    ortho 1 pivot 36 dot -3.0439994713827093e-05
# TT-PIVMGS:    ortho max err 2.7920221329458088e-05 , max. rank: 74
48 2.858678162337711e-06 2.858598067751468e-06 73 74 53
# TT-PIVMGS:    ortho 0 pivot 48 dot 0.8190379123150167
# TT-PIVMGS:    ortho 0 pivot 47 dot 0.706753531235479
# TT-PIVMGS:    ortho 0 pivot 43 dot 0.0001201898424161487
# TT-PIVMGS:    ortho 0 pivot 46 dot 0.00014243904258021828
# TT-PIVMGS:    ortho max err 7.033528866175805e-05 , max. rank: 76
# TT-PIVMGS:    ortho 1 pivot 30 dot -7.033528866175805e-05
# TT-PIVMGS:    ortho 1 pivot 39 dot -6.142534808152578e-05
# TT-PIVMGS:    ortho 1 pivot 28 dot -5.93305427992229e-05
# TT-PIVMGS:    ortho 1 pivot 40 dot -5.9304698371193815e-05
# TT-PIVMGS:    ortho 1 pivot 31 dot 5.320823894994914e-05
# TT-PIVMGS:    ortho 1 pivot 14 dot -4.951277853712608e-05
# TT-PIVMGS:    ortho 1 pivot 33 dot 4.874491259144586e-05
# TT-PIVMGS:    ortho 1 pivot 42 dot -4.6719093767723374e-05
# TT-PIVMGS:    ortho 1 pivot 36 dot 4.645626392642613e-05
# TT-PIVMGS:    ortho 1 pivot 32 dot -4.467428172342906e-05
# TT-PIVMGS:    ortho 1 pivot 12 dot -3.817138806601469e-05
# TT-PIVMGS:    ortho 1 pivot 18 dot -3.777355772063666e-05
# TT-PIVMGS:    ortho 1 pivot 16 dot -3.761050625494724e-05
# TT-PIVMGS:    ortho 1 pivot 19 dot 3.705243095983128e-05
# TT-PIVMGS:    ortho 1 pivot 45 dot 3.681985963267971e-05
# TT-PIVMGS:    ortho 1 pivot 21 dot 3.445273527311705e-05
# TT-PIVMGS:    ortho max err 3.1631134562875446e-05 , max. rank: 76
49 2.4951841212621823e-06 2.4950045330315592e-06 73 76 54
# TT-PIVMGS:    ortho 0 pivot 49 dot 0.8190325065361039
# TT-PIVMGS:    ortho 0 pivot 48 dot 0.7099706674186566
# TT-PIVMGS:    ortho 0 pivot 47 dot 0.000146433650464739
# TT-PIVMGS:    ortho 0 pivot 44 dot 9.123371028659476e-05
# TT-PIVMGS:    ortho max err 5.5449016122725934e-05 , max. rank: 75
# TT-PIVMGS:    ortho 1 pivot 31 dot -5.5449016122725934e-05
# TT-PIVMGS:    ortho 1 pivot 16 dot 5.0327902490212954e-05
# TT-PIVMGS:    ortho 1 pivot 46 dot 4.5687307935610155e-05
# TT-PIVMGS:    ortho max err 3.7031471464826684e-05 , max. rank: 75
50 2.1780983303127784e-06 2.1784707589599827e-06 75 75 53
# TT-PIVMGS:    ortho 0 pivot 50 dot 0.8186006828205838
# TT-PIVMGS:    ortho 0 pivot 49 dot 0.7101007979671461
# TT-PIVMGS:    ortho 0 pivot 45 dot 9.139447424019731e-05
# TT-PIVMGS:    ortho 0 pivot 48 dot 0.00014559450924633843
# TT-PIVMGS:    ortho 0 pivot 28 dot -5.748196650698888e-05
# TT-PIVMGS:    ortho 0 pivot 27 dot -4.0390854419610975e-05
# TT-PIVMGS:    ortho max err 7.965434077983899e-05 , max. rank: 77
# TT-PIVMGS:    ortho 1 pivot 19 dot 7.965434077983899e-05
# TT-PIVMGS:    ortho 1 pivot 32 dot -7.709450413663672e-05
# TT-PIVMGS:    ortho 1 pivot 44 dot -6.980775081195608e-05
# TT-PIVMGS:    ortho 1 pivot 38 dot 6.923300442643679e-05
# TT-PIVMGS:    ortho 1 pivot 34 dot -6.772674284362054e-05
# TT-PIVMGS:    ortho 1 pivot 42 dot -6.447880226425999e-05
# TT-PIVMGS:    ortho 1 pivot 30 dot -6.182739338186655e-05
# TT-PIVMGS:    ortho 1 pivot 47 dot 6.019223902762119e-05
# TT-PIVMGS:    ortho 1 pivot 21 dot 5.8768983834297725e-05
# TT-PIVMGS:    ortho 1 pivot 17 dot 5.3807473249695625e-05
# TT-PIVMGS:    ortho max err 4.151444679279708e-05 , max. rank: 77
51 1.9021086987949417e-06 1.9026757078140223e-06 74 77 54
# TT-PIVMGS:    ortho 0 pivot 51 dot 0.8184509679300993
# TT-PIVMGS:    ortho 0 pivot 50 dot 0.706457789872325
# TT-PIVMGS:    ortho 0 pivot 46 dot 8.283941575684163e-05
# TT-PIVMGS:    ortho 0 pivot 49 dot 0.00013787619691715824
# TT-PIVMGS:    ortho max err 8.378101643259465e-05 , max. rank: 77
# TT-PIVMGS:    ortho 1 pivot 36 dot 8.378101643259465e-05
# TT-PIVMGS:    ortho 1 pivot 19 dot -8.011284537187257e-05
# TT-PIVMGS:    ortho 1 pivot 21 dot -7.520537465138203e-05
# TT-PIVMGS:    ortho 1 pivot 34 dot 7.370125399122889e-05
# TT-PIVMGS:    ortho 1 pivot 48 dot 6.762468163334229e-05
# TT-PIVMGS:    ortho 1 pivot 23 dot -6.548578969387247e-05
# TT-PIVMGS:    ortho 1 pivot 32 dot 6.251337760567258e-05
# TT-PIVMGS:    ortho 1 pivot 41 dot 5.486880291759137e-05
# TT-PIVMGS:    ortho 1 pivot 17 dot -5.4487160066925625e-05
# TT-PIVMGS:    ortho 1 pivot 47 dot 5.172909523117747e-05
# TT-PIVMGS:    ortho max err 4.2464533707570196e-05 , max. rank: 77
52 1.6629161918144594e-06 1.662698923794368e-06 77 77 53
# TT-PIVMGS:    ortho 0 pivot 52 dot 0.818782935162422
# TT-PIVMGS:    ortho 0 pivot 51 dot 0.7044219300082506
# TT-PIVMGS:    ortho max err 0.0001324728905180532 , max. rank: 78
# TT-PIVMGS:    ortho 1 pivot 50 dot 0.0001324728905180532
# TT-PIVMGS:    ortho 1 pivot 46 dot -0.00011713259913824145
# TT-PIVMGS:    ortho 1 pivot 32 dot -0.00011025628661720521
# TT-PIVMGS:    ortho 1 pivot 34 dot -9.383047058870476e-05
# TT-PIVMGS:    ortho 1 pivot 47 dot 6.969976496170455e-05
# TT-PIVMGS:    ortho 1 pivot 49 dot 6.927673482037822e-05
# TT-PIVMGS:    ortho 1 pivot 21 dot 6.501933916960422e-05
# TT-PIVMGS:    ortho max err 5.251182881504859e-05 , max. rank: 78
53 1.4553814730611853e-06 1.455441634726776e-06 77 78 53
# TT-PIVMGS:    ortho 0 pivot 53 dot 0.81894100492842
# TT-PIVMGS:    ortho 0 pivot 52 dot 0.7059882994148259
# TT-PIVMGS:    ortho 0 pivot 38 dot 8.746028815677029e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot 6.208510944640151e-05
# TT-PIVMGS:    ortho max err 0.0001352331945025098 , max. rank: 80
# TT-PIVMGS:    ortho 1 pivot 51 dot 0.0001352331945025098
# TT-PIVMGS:    ortho 1 pivot 18 dot 9.925273018154997e-05
# TT-PIVMGS:    ortho 1 pivot 35 dot -8.252712940886881e-05
# TT-PIVMGS:    ortho 1 pivot 36 dot 7.618268347507617e-05
# TT-PIVMGS:    ortho 1 pivot 50 dot 7.144243414254278e-05
# TT-PIVMGS:    ortho 1 pivot 10 dot 6.949682512843829e-05
# TT-PIVMGS:    ortho 1 pivot 41 dot 6.776765520609407e-05
# TT-PIVMGS:    ortho max err 5.76460015001912e-05 , max. rank: 80
54 1.274566112849812e-06 1.2751956875274396e-06 76 80 53
# TT-PIVMGS:    ortho 0 pivot 54 dot 0.8188345452467785
# TT-PIVMGS:    ortho 0 pivot 53 dot 0.7090144158895518
# TT-PIVMGS:    ortho max err 0.00014061653071015257 , max. rank: 81
# TT-PIVMGS:    ortho 1 pivot 52 dot 0.00014061653071015257
# TT-PIVMGS:    ortho 1 pivot 22 dot -0.00011275406160198183
# TT-PIVMGS:    ortho 1 pivot 18 dot -0.00010571197151033711
# TT-PIVMGS:    ortho 1 pivot 47 dot 0.00010513512088450999
# TT-PIVMGS:    ortho 1 pivot 49 dot 0.00010072893582088391
# TT-PIVMGS:    ortho 1 pivot 23 dot 0.00010063646080883497
# TT-PIVMGS:    ortho 1 pivot 46 dot -9.83824945851473e-05
# TT-PIVMGS:    ortho 1 pivot 38 dot -9.673463492734704e-05
# TT-PIVMGS:    ortho 1 pivot 48 dot -9.407546221069756e-05
# TT-PIVMGS:    ortho 1 pivot 16 dot -9.136654549491254e-05
# TT-PIVMGS:    ortho 1 pivot 25 dot 9.048156036404152e-05
# TT-PIVMGS:    ortho 1 pivot 21 dot 8.730590359030607e-05
# TT-PIVMGS:    ortho 1 pivot 12 dot -7.519712014369268e-05
# TT-PIVMGS:    ortho 1 pivot 51 dot 7.401551422421201e-05
