PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, Cjump=0.5, I=0.0, L=1.0, Ljump=2.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=True, d=6, eps=1e-08, maxIter=90, n=20, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='no_precond')

###### no preconditioning (PIVMGS) ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"     "new Krylov vector rank"    "solution rank"
# TT-PIVMGS:    ortho 0 pivot 4 dot 6.292957114247856e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot -4.4075823080629885e-06
# TT-PIVMGS:    ortho 0 pivot 0 dot 2.400758807783593e-06
# TT-PIVMGS:    ortho 0 pivot 5 dot -1.3139308274352779e-06
# TT-PIVMGS:    ortho max err 4.343747583845925e-15 , max. rank: 24
11 0.0016668055629462369 0.0016668055633867955 24 24 20
# TT-PIVMGS:    ortho 0 pivot 11 dot 0.8253667830615052
# TT-PIVMGS:    ortho 0 pivot 10 dot 0.705375296727347
# TT-PIVMGS:    ortho 0 pivot 9 dot 7.099307149878442e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot 1.4146269313361146e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot 1.1985888342390914e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot 1.0722669668567462e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot -9.169960548038522e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot -6.062778570931505e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot 4.889945094066267e-06
# TT-PIVMGS:    ortho 0 pivot 7 dot -4.398701586886752e-06
# TT-PIVMGS:    ortho 0 pivot 6 dot -3.580602164645827e-06
# TT-PIVMGS:    ortho 0 pivot 0 dot -1.7139751986868608e-06
# TT-PIVMGS:    ortho max err 1.1546319456101628e-14 , max. rank: 26
12 0.0012340247458367253 0.0012340247457492005 26 26 22
# TT-PIVMGS:    ortho 0 pivot 12 dot 0.8242010382874825
# TT-PIVMGS:    ortho 0 pivot 11 dot 0.7064695225845395
# TT-PIVMGS:    ortho 0 pivot 10 dot 6.202523568277565e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot 2.088673007086001e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot 1.533499113747991e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot 1.5001134922489143e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot -1.2687332183351947e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot -8.119489277241126e-06
# TT-PIVMGS:    ortho 0 pivot 3 dot -7.082288518078621e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot 6.158526871171289e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot 5.768715959874465e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot -2.443156098100134e-06
# TT-PIVMGS:    ortho 0 pivot 0 dot 8.980358393111099e-07
# TT-PIVMGS:    ortho max err 5.016820292524926e-15 , max. rank: 28
13 0.0009285853903461075 0.000928585392457654 28 28 22
# TT-PIVMGS:    ortho 0 pivot 13 dot 0.8229832605860621
# TT-PIVMGS:    ortho 0 pivot 12 dot 0.706936698468267
# TT-PIVMGS:    ortho 0 pivot 11 dot 5.388922804772968e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot 3.498183104951556e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot 2.1589563706643673e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot 1.907150368644396e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot -1.7538901707728986e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot -1.6174066616477835e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot 1.4009592541268379e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot -1.0625613636921442e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot 8.685641771833189e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot -3.1954577926207595e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot 8.8252483259547e-07
# TT-PIVMGS:    ortho max err 1.1211615166101772e-08 , max. rank: 30
14 0.0007097984471951006 0.0007097984476258021 30 30 24
# TT-PIVMGS:    ortho 0 pivot 14 dot 0.8220154573376932
# TT-PIVMGS:    ortho 0 pivot 13 dot 0.7070289314882061
# TT-PIVMGS:    ortho 0 pivot 8 dot 4.794577377279993e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot 4.7703182507220776e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot 3.325624779406105e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot 3.151180949114785e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot -2.66330912076871e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot -2.411239554451323e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot -1.4507352734242397e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot 1.3571580069530586e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot 1.1481375937962002e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot -7.013029417202122e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot 2.988397541463174e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot -5.933335021141484e-07
# TT-PIVMGS:    ortho max err 1.9987944249028316e-07 , max. rank: 32
# TT-PIVMGS:    ortho 1 pivot 0 dot -1.9987944249028316e-07
# TT-PIVMGS:    ortho max err 4.496403249731884e-15 , max. rank: 32
15 0.0005508095243670025 0.0005508095295904747 32 32 26
# TT-PIVMGS:    ortho 0 pivot 15 dot 0.8213865039013052
# TT-PIVMGS:    ortho 0 pivot 14 dot 0.7071827709696953
# TT-PIVMGS:    ortho 0 pivot 9 dot 5.6067394416750484e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot 4.858875687673101e-05
# TT-PIVMGS:    ortho 0 pivot 13 dot 4.5011575328404024e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot 3.657674260325403e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot -3.473086604651246e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot -2.9694126542772602e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot 2.114224392818975e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot -1.886070070470985e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot -1.0779198018251793e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot 8.00864847439256e-06
# TT-PIVMGS:    ortho 0 pivot 3 dot 7.919034712048668e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot -4.537215508065807e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot 1.9508344328735938e-06
# TT-PIVMGS:    ortho 0 pivot 0 dot -4.782695447052589e-07
# TT-PIVMGS:    ortho max err 7.965850201685498e-15 , max. rank: 34
16 0.0004334168087489653 0.00043341681836211256 34 34 28
# TT-PIVMGS:    ortho 0 pivot 16 dot 0.8210385023236688
# TT-PIVMGS:    ortho 0 pivot 15 dot 0.7076028002704486
# TT-PIVMGS:    ortho 0 pivot 12 dot 6.49748636907168e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot 6.048369849213312e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot 4.5964156706001374e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot -3.9066326905361215e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot 3.336106802528157e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot -2.8445033519641262e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot 2.243276591369246e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot -2.0546144909346e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot 1.5318504143093867e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot -1.4680997410076828e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot -8.009644420672868e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot 6.660898813949938e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot -3.74027283505155e-06
# TT-PIVMGS:    ortho 0 pivot 0 dot 1.5514126044822096e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot 8.975251303174059e-07
# TT-PIVMGS:    ortho max err 1.8360313269738526e-14 , max. rank: 36
17 0.0003452161510172653 0.0003452163645007292 36 36 28
# TT-PIVMGS:    ortho 0 pivot 17 dot 0.8207320884998139
# TT-PIVMGS:    ortho 0 pivot 16 dot 0.7079728054896812
# TT-PIVMGS:    ortho 0 pivot 13 dot 8.12411725395661e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot 6.207346884711841e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot 4.960942536424984e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot -4.365278290613395e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot 2.521040862361922e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot -1.992926037659975e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot 1.622441439348525e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot -1.5444107047235534e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot 1.472039763981449e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot -1.4070646351888386e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot 1.3172789909240978e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot -1.1337742122296927e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot -9.784321934288784e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot -5.666476653086016e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot 4.6597214131898846e-06
# TT-PIVMGS:    ortho 0 pivot 0 dot -1.8896475500872634e-06
# TT-PIVMGS:    ortho max err 2.1347507095370588e-14 , max. rank: 38
18 0.00027786647951045406 0.0002778662779989775 38 38 30
# TT-PIVMGS:    ortho 0 pivot 18 dot 0.8203024852962042
# TT-PIVMGS:    ortho 0 pivot 17 dot 0.7079335314535047
# TT-PIVMGS:    ortho 0 pivot 14 dot 9.559580833797855e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot 6.062710467046907e-05
# TT-PIVMGS:    ortho 0 pivot 16 dot 5.57538182912945e-05
# TT-PIVMGS:    ortho 0 pivot 13 dot -4.8623547615065515e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot -2.2078230947247465e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot 1.5092010607832291e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot 1.3487021881007817e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot -1.0957341163873001e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot -1.0677796301705733e-05
# TT-PIVMGS:    ortho 0 pivot 2 dot 8.578832830817952e-06
# TT-PIVMGS:    ortho 0 pivot 7 dot -8.519093559567013e-06
# TT-PIVMGS:    ortho 0 pivot 6 dot 8.516466285301248e-06
# TT-PIVMGS:    ortho 0 pivot 3 dot -7.08703858168366e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot 2.9348339606761337e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot -1.8418092838827851e-06
# TT-PIVMGS:    ortho 0 pivot 0 dot 1.4526224270538938e-06
# TT-PIVMGS:    ortho max err 7.310625995838455e-07 , max. rank: 38
# TT-PIVMGS:    ortho 1 pivot 9 dot -7.310625995838455e-07
# TT-PIVMGS:    ortho max err 2.1485192639759954e-12 , max. rank: 38
19 0.00022578632309638237 0.00022578658741529402 38 38 32
# TT-PIVMGS:    ortho 0 pivot 19 dot 0.8197923306982552
# TT-PIVMGS:    ortho 0 pivot 18 dot 0.7071020979104724
# TT-PIVMGS:    ortho 0 pivot 15 dot 0.00010820706906895967
# TT-PIVMGS:    ortho 0 pivot 17 dot 6.385384190970081e-05
# TT-PIVMGS:    ortho 0 pivot 13 dot 5.528550966584552e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot -5.1451955861375395e-05
# TT-PIVMGS:    ortho 0 pivot 16 dot -3.501690374953584e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot 1.0990868038814224e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot -8.598519639840992e-06
# TT-PIVMGS:    ortho 0 pivot 3 dot 7.148111664842961e-06
# TT-PIVMGS:    ortho 0 pivot 5 dot 6.153891202621527e-06
# TT-PIVMGS:    ortho 0 pivot 11 dot 4.475936194740316e-06
# TT-PIVMGS:    ortho 0 pivot 4 dot -4.080357576295886e-06
# TT-PIVMGS:    ortho 0 pivot 6 dot -3.6016561837468736e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot 3.4146797297362336e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot 2.69307872276909e-06
# TT-PIVMGS:    ortho 0 pivot 12 dot -2.4818808814566773e-06
# TT-PIVMGS:    ortho 0 pivot 7 dot -2.3309685503966095e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot -1.5803336626727359e-06
# TT-PIVMGS:    ortho max err 6.129312894446906e-07 , max. rank: 40
# TT-PIVMGS:    ortho 1 pivot 0 dot 6.129312894446906e-07
# TT-PIVMGS:    ortho max err 2.907185126313494e-14 , max. rank: 40
20 0.000185152683744761 0.0001851522445165937 40 40 34
# TT-PIVMGS:    ortho 0 pivot 20 dot 0.8192534886660892
# TT-PIVMGS:    ortho 0 pivot 19 dot 0.7056908499638185
# TT-PIVMGS:    ortho 0 pivot 16 dot 0.00011818618061157013
# TT-PIVMGS:    ortho 0 pivot 18 dot 7.323670870511972e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot -5.22406384331469e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot 4.827094792733797e-05
# TT-PIVMGS:    ortho 0 pivot 17 dot -4.7481113532301875e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot 1.8787186509296866e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot -1.773103964913857e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot -1.158717472537216e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot 1.1527924848430803e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot 6.910293125153219e-06
# TT-PIVMGS:    ortho 0 pivot 12 dot -6.659573688979573e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot 5.6435891176293e-06
# TT-PIVMGS:    ortho 0 pivot 5 dot 5.011741886235465e-06
# TT-PIVMGS:    ortho 0 pivot 6 dot -3.471823418006205e-06
# TT-PIVMGS:    ortho 0 pivot 3 dot 3.087421679367564e-06
# TT-PIVMGS:    ortho max err 8.947956849552426e-07 , max. rank: 42
# TT-PIVMGS:    ortho 1 pivot 1 dot 8.947956849552426e-07
# TT-PIVMGS:    ortho max err 3.029070540342977e-07 , max. rank: 42
21 0.00015324539762782527 0.0001532453581429665 42 42 34
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.8189226591985328
# TT-PIVMGS:    ortho 0 pivot 20 dot 0.7044469141110203
# TT-PIVMGS:    ortho 0 pivot 17 dot 0.00012432110739462807
# TT-PIVMGS:    ortho 0 pivot 19 dot 8.360326298522194e-05
# TT-PIVMGS:    ortho 0 pivot 18 dot -5.782325787646002e-05
# TT-PIVMGS:    ortho 0 pivot 16 dot -5.1989113954840904e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot 3.991348280002493e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot -2.496348513889436e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot 2.388307361287853e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot -1.731755771455226e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot 1.5431512910573926e-05
# TT-PIVMGS:    ortho 0 pivot 13 dot -1.5376539049183433e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot 1.4668557618177994e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot 1.2581227945658016e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot 1.168861976672507e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot 1.2260391877595526e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot -1.0747737939971469e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot -9.134264249385446e-06
# TT-PIVMGS:    ortho 0 pivot 3 dot -7.542098640979204e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot 5.002590176309343e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot -2.8247938383793754e-06
# TT-PIVMGS:    ortho max err 3.603597535569445e-08 , max. rank: 44
22 0.00012800307297440732 0.0001280031507462643 44 44 36
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.8188840963462007
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.7033532296102047
# TT-PIVMGS:    ortho 0 pivot 18 dot 0.00012674516557439636
# TT-PIVMGS:    ortho 0 pivot 20 dot 9.511340396787388e-05
# TT-PIVMGS:    ortho 0 pivot 19 dot -6.426103912175393e-05
# TT-PIVMGS:    ortho 0 pivot 17 dot -5.1532272896953266e-05
# TT-PIVMGS:    ortho 0 pivot 16 dot 2.912464144131906e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot -2.7990702625220465e-05
# TT-PIVMGS:    ortho 0 pivot 13 dot 2.470349471088429e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot -2.2155036437316537e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot 2.0904554541652156e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot -2.0728393169315053e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot 2.0573309851905277e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot 1.5320881458006502e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot -1.4272546286798853e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot -1.4149227744197392e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot -1.4011114357392884e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot 1.377489159137173e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot 1.3757463341541876e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot 1.1686408135627192e-05
# TT-PIVMGS:    ortho 0 pivot 2 dot -8.729157127101387e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot 3.0142816537402292e-06
# TT-PIVMGS:    ortho max err 1.6156236219030975e-06 , max. rank: 46
# TT-PIVMGS:    ortho 1 pivot 0 dot -1.6156236219030975e-06
# TT-PIVMGS:    ortho max err 5.072858799692881e-12 , max. rank: 46
23 0.00010782245904700147 0.0001078225369634613 44 46 38
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.8191185415178011
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.7035430123624272
# TT-PIVMGS:    ortho 0 pivot 19 dot 0.0001274604617883422
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.00010767740352988879
# TT-PIVMGS:    ortho 0 pivot 20 dot -6.631667877096854e-05
# TT-PIVMGS:    ortho 0 pivot 18 dot -5.0877922067892045e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot -2.951414701081543e-05
# TT-PIVMGS:    ortho 0 pivot 13 dot -2.8597656022429085e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot 2.4520419378216605e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot 2.184891690475057e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot 2.055871829030262e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot -1.9902949424462253e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot -1.8097914918442995e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot 1.661962103650808e-05
# TT-PIVMGS:    ortho 0 pivot 17 dot 1.6534244661437283e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot -1.4889873915187746e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot -1.4881762514359388e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot -1.4758430653467013e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot 1.369001932684591e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot 1.2953307208286163e-05
# TT-PIVMGS:    ortho 0 pivot 16 dot 1.148522070569015e-05
# TT-PIVMGS:    ortho 0 pivot 2 dot 7.044529119341111e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot -5.695500723445026e-06
# TT-PIVMGS:    ortho max err 1.7888154332882386e-06 , max. rank: 46
# TT-PIVMGS:    ortho 1 pivot 0 dot 1.7888154332882386e-06
# TT-PIVMGS:    ortho max err 5.653649423620344e-12 , max. rank: 46
24 9.145234109446508e-05 9.145229723657795e-05 44 46 38
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.8193725928982873
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.7061790211017314
# TT-PIVMGS:    ortho 0 pivot 20 dot 0.00012824276273044714
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.00012106489279671388
# TT-PIVMGS:    ortho 0 pivot 21 dot -6.585037179205992e-05
# TT-PIVMGS:    ortho 0 pivot 19 dot -4.987841390071378e-05
# TT-PIVMGS:    ortho 0 pivot 16 dot -3.772879998487208e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot -3.0254357389357433e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot 2.5199878418934434e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot 2.2257613720717828e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot 1.762969615455058e-05
