PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, Cjump=0.1, I=0.0, L=1.0, Ljump=10.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=True, d=6, eps=1e-08, maxIter=90, n=20, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='left_precond')

###### left preconditioning ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"      "precond direction rank"    "new Krylov vector rank"    "solution rank"
# TT-PIVMGS:    ortho 1 pivot 30 dot -0.0003950284966403664
# TT-PIVMGS:    ortho 1 pivot 36 dot -0.0003674562637625608
# TT-PIVMGS:    ortho 1 pivot 28 dot -0.00034770722476104923
# TT-PIVMGS:    ortho 1 pivot 34 dot 0.0003455028158523745
# TT-PIVMGS:    ortho 1 pivot 32 dot 0.00028426159328985914
# TT-PIVMGS:    ortho 1 pivot 29 dot 0.0002608822714431358
# TT-PIVMGS:    ortho max err 0.00023976113915175675 , max. rank: 226
40 2.7154489620864664e-07 1.590763605946613e-07 224 224 226 76
# TT-PIVMGS:    ortho 0 pivot 40 dot 0.8307802852720017
# TT-PIVMGS:    ortho 0 pivot 39 dot 0.7053775893794649
# TT-PIVMGS:    ortho max err 0.0007110201470299539 , max. rank: 226
# TT-PIVMGS:    ortho 1 pivot 38 dot 0.0007110201470299539
# TT-PIVMGS:    ortho 1 pivot 34 dot -0.0003834030940211147
# TT-PIVMGS:    ortho 1 pivot 37 dot -0.00035368939093479226
# TT-PIVMGS:    ortho max err 0.0003380398388272386 , max. rank: 226
41 1.9826739240237927e-07 1.177363173889557e-07 225 225 226 68
# TT-PIVMGS:    ortho 0 pivot 41 dot 0.8309256969554083
# TT-PIVMGS:    ortho 0 pivot 40 dot 0.707693028384014
# TT-PIVMGS:    ortho max err 0.0007134015379056183 , max. rank: 227
# TT-PIVMGS:    ortho 1 pivot 39 dot 0.0007134015379056183
# TT-PIVMGS:    ortho 1 pivot 16 dot -0.000526146098038372
# TT-PIVMGS:    ortho 1 pivot 15 dot 0.0005007337067485865
# TT-PIVMGS:    ortho 1 pivot 14 dot -0.0004965190534513102
# TT-PIVMGS:    ortho 1 pivot 32 dot -0.00047621320526741034
# TT-PIVMGS:    ortho max err 0.00045413082123606924 , max. rank: 227
42 1.438347673945937e-07 8.639212801606517e-08 226 226 227 60
# TT-PIVMGS:    ortho 0 pivot 42 dot 0.8318349957801436
# TT-PIVMGS:    ortho 0 pivot 41 dot 0.7086827484393381
# TT-PIVMGS:    ortho max err 0.000771051759352449 , max. rank: 227
# TT-PIVMGS:    ortho 1 pivot 32 dot 0.000771051759352449
# TT-PIVMGS:    ortho 1 pivot 40 dot 0.0007112833761526854
# TT-PIVMGS:    ortho 1 pivot 39 dot -0.0006840319476353364
# TT-PIVMGS:    ortho max err 0.00052687264531433 , max. rank: 227
43 1.0352146888968473e-07 6.46955650035527e-08 227 227 227 56
# TT-PIVMGS:    ortho 0 pivot 43 dot 0.8322637040711602
# TT-PIVMGS:    ortho 0 pivot 42 dot 0.705718627935831
# TT-PIVMGS:    ortho max err 0.0008167230258793526 , max. rank: 225
44 7.402252110161699e-08 4.8616710890611196e-08 227 227 225 50
# TT-PIVMGS:    ortho 0 pivot 44 dot 0.8330086581288869
# TT-PIVMGS:    ortho 0 pivot 43 dot 0.7076467511488961
# TT-PIVMGS:    ortho max err 0.0013964140491171256 , max. rank: 223
# TT-PIVMGS:    ortho 1 pivot 42 dot 0.0013964140491171256
# TT-PIVMGS:    ortho max err 0.0010471366988601943 , max. rank: 222
45 5.252558048718138e-08 3.811551873544834e-08 225 225 222 45
# TT-PIVMGS:    ortho 0 pivot 45 dot 0.8330878584805848
# TT-PIVMGS:    ortho 0 pivot 44 dot 0.7073720927975764
# TT-PIVMGS:    ortho max err 0.0009895940432064591 , max. rank: 220
46 3.704970382349328e-08 3.161242596932835e-08 221 221 220 40
# TT-PIVMGS:    ortho 0 pivot 46 dot 0.833970894772228
# TT-PIVMGS:    ortho 0 pivot 45 dot 0.7081462583490363
# TT-PIVMGS:    ortho max err 0.0013685117641580626 , max. rank: 218
47 2.5952791394595136e-08 2.844962430556035e-08 219 219 218 37
# TT-PIVMGS:    ortho 0 pivot 47 dot 0.8355221232805105
# TT-PIVMGS:    ortho 0 pivot 46 dot 0.7068893308283768
# TT-PIVMGS:    ortho max err 0.002006225200690083 , max. rank: 214
48 1.8005689248997434e-08 2.7049195834260447e-08 216 217 214 35
# TT-PIVMGS:    ortho 0 pivot 48 dot 0.8357312635787605
# TT-PIVMGS:    ortho 0 pivot 47 dot 0.708098965309423
# TT-PIVMGS:    ortho max err 0.002660952868886946 , max. rank: 204
49 1.23823762240742e-08 2.668548302244942e-08 212 213 204 33
# TT-PIVMGS:    ortho 0 pivot 49 dot 0.8371480982305503
# TT-PIVMGS:    ortho 0 pivot 48 dot 0.7069322011800027
# TT-PIVMGS:    ortho max err 0.0032127193277219357 , max. rank: 199
50 8.429335016055347e-09 2.6288175212548634e-08 204 204 199 32
# Checked resulting residual norm: 2.631e-08

INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[1;34m[likwid-pin] Main PID -> hwthread 4 - OK[0m
